date,spot_close,perp_close,basis_bps,funding_bps_sum,ann_funding_bps,ann_basis_bps,ann_total_bps
2025-12-31,664.9400024414062,664.83,-1.6543213072205316,44.430063000000004,1081.131533,-96.73864495400461,984.3928880459954
