date,spot_close,perp_close,basis_bps,funding_bps_sum,ann_funding_bps,ann_basis_bps,ann_total_bps
2025-12-31,485.7413330078125,486.7,19.736162583719633,24.608021,598.7951776666667,218.47007225342043,817.2652499200872
