date,daily_funding,daily_funding_bps,ann_funding_bps,perp_close,spot_close,basis_bps,ann_basis_bps,ann_total_bps
2025-12-03,0.0003115209,3.115209,1137.051285,284.4,283.8843688964844,18.16342004034826,220.9882771575705,1358.0395621575706
2025-12-04,-0.00020258549999999998,-2.025855,-739.4370749999999,280.3,280.4375915527344,-4.906316302766082,-59.69351501698733,-799.1305900169873
2025-12-05,0.0003034925,3.034925,1107.747625,279.05,278.5193786621094,19.051505157002698,231.79331274353282,1339.5409377435328
2025-12-08,0.0004648042,4.648042,1696.5353300000002,277.29,277.6302185058594,-12.254375899364652,-149.09490677560325,1547.440423224397
2025-12-09,0.0003009948,3.009948,1098.63102,276.92,276.9208679199219,-0.03134180274597663,-0.38132526674271566,1098.2496947332572
2025-12-10,0.0002516398,2.516398,918.48527,278.68,278.5193786621094,5.766971715296421,70.16482253610646,988.6500925361065
2025-12-11,0.0005511577,5.511576999999999,2011.7256049999996,279.15,277.77008056640625,49.67847619800906,604.4214604091102,2616.14706540911
2025-12-12,0.0003028877,3.028877,1105.540105,277.64,278.0198669433594,-13.663302106276399,-166.23684229302953,939.3032627069705
2025-12-15,-4.851719999999998e-05,-0.4851719999999998,-177.08777999999992,274.15,273.8537292480469,10.818576499454965,131.62601407670206,-45.46176592329786
2025-12-16,-0.000312251,-3.1225099999999997,-1139.71615,273.6,274.353271484375,-27.456260328132363,-334.0511673256104,-1473.7673173256103
2025-12-17,0.00018060920000000002,1.8060920000000003,659.2235800000001,272.05,271.58587646484375,17.089384072457143,207.9208395482286,867.1444195482287
2025-12-18,-0.00018438599999999998,-1.8438599999999998,-673.0088999999999,271.57,271.935546875,-13.442408658991424,-163.54930535106232,-836.5582053510623
2025-12-19,0.0018688457,18.688457,6821.286805,272.79,273.4141845703125,-22.82926803133585,-277.75609438125286,6543.5307106187465
2025-12-22,8.90708e-05,0.890708,325.10842,270.67,270.7166748046875,-1.7241200499067264,-20.976793940531838,304.1316260594682
2025-12-23,0.0001269363,1.2693630000000002,463.31749500000006,272.13,272.1053771972656,0.9048995278222633,11.009610921837536,474.3271059218376
