date,spot_close,perp_close,basis_bps,funding_bps_sum,ann_funding_bps,ann_basis_bps,ann_total_bps
2025-12-31,189.2100067138672,188.45,-40.16736361182625,59.990643,1459.772313,-16.540827544436052,1443.2314854555636
