date,daily_funding,daily_funding_bps,ann_funding_bps,perp_close,spot_close,basis_bps,ann_basis_bps,ann_total_bps
2025-12-03,0.0002959568,2.959568,1080.24232,479.32,476.64208984375,56.182830121608646,683.5577664795719,1763.800086479572
2025-12-04,0.0004309187,4.309187,1572.8532549999998,480.63,479.7449951171875,18.44740209528012,224.44339215924145,1797.2966471592413
2025-12-05,0.0001939059,1.939059,707.756535,482.46,482.0597229003906,8.303475287273999,101.02561599516699,808.782150995167
2025-12-08,0.0001116258,1.116258,407.43417,490.16,489.9018249511719,5.269934417041253,64.11753540733524,471.55170540733525
2025-12-09,-6.12169e-05,-0.612169,-223.44168499999998,491.63,490.8995361328125,14.88010913479187,181.0413278066344,-42.40035719336558
2025-12-10,0.0004254966,4.2549660000000005,1553.0625900000002,477.94,477.4701843261719,9.839686105031845,119.71618094455413,1672.7787709445543
2025-12-11,0.0006041663,6.041663000000001,2205.2069950000005,484.65,482.3690185546875,47.287063587685125,575.3259403168357,2780.5329353168363
2025-12-12,0.00023274380000000002,2.3274380000000003,849.5148700000001,477.04,477.4402770996094,-8.383815082401266,-102.00308350254873,747.5117864974513
2025-12-15,-0.0008008272,-8.008272,-2923.01928,474.32,473.73870849609375,12.2702978135686,149.28862339841797,-2773.730656601582
2025-12-16,0.00015266780000000002,1.5266780000000002,557.23747,475.25,475.3051452636719,-1.160207589195854,-14.115859001882892,543.1216109981171
2025-12-17,-1.2929400000000004e-05,-0.12929400000000005,-47.19231000000002,477.04,475.0357360839844,42.19185555465873,513.3342425816812,466.1419325816812
2025-12-18,0.00030000000000000003,3.0000000000000004,1095.0000000000002,483.01,482.87786865234375,2.7363305761973353,33.29202201040091,1128.292022010401
2025-12-19,0.0003344913,3.344913,1220.893245,485.35,484.8134460449219,11.067225124536495,134.65123901519402,1355.544484015194
2025-12-22,0.0001170677,1.170677,427.297105,485.3,483.81573486328125,30.67831469222867,373.2528287554489,800.5499337554488
2025-12-23,0.00013673490000000002,1.3673490000000001,499.08238500000004,486.7,485.7413330078125,19.736162583719633,240.12331143525552,739.2056964352555
