date,spot_close,perp_close,basis_bps,funding_bps_sum,ann_funding_bps,ann_basis_bps,ann_total_bps
2025-12-07,672.8712158203125,670.54,-34.64579499764302,13.291368,1617.11644,17.98260204960343,1635.0990420496037
2025-12-14,643.7050170898438,642.58,-17.477214872890872,8.464426,617.903098,-274.38541577649187,343.5176822235082
2025-12-21,658.77001953125,661.96,48.42327935657846,19.763587,1442.741851,-15.237548253552655,1427.5043027464474
2025-12-28,664.9400024414062,664.83,-1.6543213072205316,2.910682,531.1994649999999,-28.456330154328427,502.74313484567153
