date,spot_close,perp_close,basis_bps,funding_bps_sum,ann_funding_bps,ann_basis_bps,ann_total_bps
2025-12-31,4325.60009765625,4318.7,-15.951769697778762,30.539016,1592.3915485714285,146.9150090355106,1739.3065576069391
2026-01-31,4604.2998046875,4600.2,-8.904295683192249,50.200872,2617.616897142857,487.2277905534376,3104.844687696295
