date,spot_close,perp_close,basis_bps,funding_bps_sum,ann_funding_bps,ann_basis_bps,ann_total_bps
2025-12-31,314.3500061035156,314.96,19.404927139829073,51.71451700000001,1258.3865803333333,14.915913929787056,1273.3024942631205
