date,spot_close,perp_close,basis_bps,funding_bps_sum,ann_funding_bps,ann_basis_bps,ann_total_bps
2025-12-31,194.1300048828125,193.75,-19.574762955468515,2.6295259999999994,63.985132666666686,-283.4607009390575,-219.4755682723909
