date,spot_close,perp_close,basis_bps,funding_bps_sum,ann_funding_bps,ann_basis_bps,ann_total_bps
2025-12-31,232.13999938964844,232.07,-3.0153954438050077,55.993019000000004,1362.4967956666667,0.9023999537157991,1363.3991956203827
