date,spot_close,perp_close,basis_bps,funding_bps_sum,ann_funding_bps,ann_basis_bps,ann_total_bps
2025-12-31,70.13400268554688,71.572,205.03568303388283,-1.7574050000000012,-160.36320625000008,2063.2075473316654,1902.8443410816653
2026-01-31,91.8759994506836,91.44,-47.45520628786499,94.467303,3448.0565595,1915.032666263673,5363.089225763672
